ville,date_extraction,temp,temp_min,temp_max,humidity,pressure,wind_speed,wind_deg,rain_1h,snow_1h,clouds,weather_main,weather_desc,timezone,sunrise,sunset
London,2025-07-05T16:51:10.380787,21.22,20.06,21.98,73,1012,6.17,240,0,0,100,Clouds,couvert,3600,2025-07-05T03:50:36,2025-07-05T20:19:14
