ville,date_extraction,temp,temp_min,temp_max,humidity,pressure,wind_speed,wind_deg,rain_1h,snow_1h,clouds,weather_main,weather_desc,timezone,sunrise,sunset
Sydney,2025-07-05T16:51:48.703176,12.17,10.75,13.61,87,1019,3.09,10,0,0,100,Clouds,couvert,36000,2025-07-05T21:00:26,2025-07-06T06:58:55
