latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
48.86,2.3399997,43.0,0,GMT,GMT

time,temperature_2m (°C),wind_speed_10m (km/h)
2025-05-31T03:00,18.3,5.0
2025-05-31T04:00,18.2,5.4
2025-05-31T05:00,18.2,5.6
2025-05-31T06:00,19.1,5.0
2025-05-31T07:00,19.9,5.8
2025-05-31T08:00,21.0,6.5
2025-05-31T09:00,22.8,2.2
2025-05-31T10:00,24.8,6.6
2025-05-31T11:00,25.4,9.8
2025-05-31T12:00,23.7,7.1
2025-05-31T13:00,25.1,11.7
2025-05-31T14:00,25.5,11.5
2025-05-31T15:00,28.4,11.9
2025-05-31T16:00,29.2,12.0
2025-05-31T17:00,29.3,12.3
2025-05-31T18:00,27.8,14.4
2025-05-31T19:00,24.2,9.0
2025-05-31T20:00,23.3,9.6
2025-05-31T21:00,22.4,13.9
2025-05-31T22:00,20.9,9.7
2025-05-31T23:00,19.9,10.3
2025-06-01T00:00,18.7,9.5
2025-06-01T01:00,18.3,8.3
2025-06-01T02:00,17.6,10.4
2025-06-01T03:00,17.2,6.6
2025-06-01T04:00,16.7,6.6
2025-06-01T05:00,16.3,6.6
2025-06-01T06:00,16.8,7.7
2025-06-01T07:00,16.7,6.8
2025-06-01T08:00,17.1,9.2
2025-06-01T09:00,18.5,9.5
2025-06-01T10:00,19.5,8.7
2025-06-01T11:00,20.8,11.2
2025-06-01T12:00,21.9,11.6
2025-06-01T13:00,22.7,13.7
2025-06-01T14:00,22.7,13.3
2025-06-01T15:00,23.2,10.7
2025-06-01T16:00,22.9,9.4
2025-06-01T17:00,22.7,10.3
2025-06-01T18:00,22.4,7.2
2025-06-01T19:00,20.6,10.7
2025-06-01T20:00,19.9,9.7
2025-06-01T21:00,18.7,8.6
2025-06-01T22:00,17.9,6.7
2025-06-01T23:00,17.6,7.0
2025-06-02T00:00,16.6,7.2
2025-06-02T01:00,16.2,7.7
2025-06-02T02:00,16.0,6.9
2025-06-02T03:00,15.7,10.7
2025-06-02T04:00,15.1,9.2
2025-06-02T05:00,14.8,10.5
2025-06-02T06:00,15.2,8.4
2025-06-02T07:00,15.8,9.1
2025-06-02T08:00,16.7,10.1
2025-06-02T09:00,18.0,9.4
2025-06-02T10:00,19.2,10.4
2025-06-02T11:00,20.1,10.4
2025-06-02T12:00,21.2,9.7
2025-06-02T13:00,21.3,12.2
2025-06-02T14:00,21.9,8.9
2025-06-02T15:00,22.3,10.6
2025-06-02T16:00,22.3,6.2
2025-06-02T17:00,22.3,8.7
2025-06-02T18:00,22.0,8.4
2025-06-02T19:00,21.4,6.4
2025-06-02T20:00,20.7,7.4
2025-06-02T21:00,19.7,6.0
2025-06-02T22:00,18.5,3.9
2025-06-02T23:00,17.8,3.1
2025-06-03T00:00,16.6,2.9
2025-06-03T01:00,15.9,3.1
2025-06-03T02:00,15.3,5.1
2025-06-03T03:00,14.2,5.4
2025-06-03T04:00,13.8,5.5
2025-06-03T05:00,14.0,5.0
2025-06-03T06:00,15.2,6.9
2025-06-03T07:00,16.6,7.9
2025-06-03T08:00,18.5,8.6
2025-06-03T09:00,21.4,10.5
2025-06-03T10:00,22.6,13.4
2025-06-03T11:00,23.1,13.6
2025-06-03T12:00,24.1,15.1
2025-06-03T13:00,24.5,14.0
2025-06-03T14:00,24.9,15.2
2025-06-03T15:00,24.7,15.5
2025-06-03T16:00,24.5,14.6
2025-06-03T17:00,24.1,13.8
2025-06-03T18:00,22.9,14.0
2025-06-03T19:00,22.2,12.7
2025-06-03T20:00,21.1,9.4
2025-06-03T21:00,19.6,12.4
2025-06-03T22:00,18.3,7.2
2025-06-03T23:00,17.4,7.2
2025-06-04T00:00,16.4,7.1
2025-06-04T01:00,15.3,7.5
2025-06-04T02:00,14.6,7.4
2025-06-04T03:00,14.7,5.0
2025-06-04T04:00,14.5,8.0
2025-06-04T05:00,13.7,10.8
2025-06-04T06:00,14.5,9.1
2025-06-04T07:00,15.3,9.4
2025-06-04T08:00,16.5,12.5
2025-06-04T09:00,15.5,9.2
2025-06-04T10:00,16.2,11.9
2025-06-04T11:00,17.6,9.7
2025-06-04T12:00,16.3,8.8
2025-06-04T13:00,17.0,4.4
2025-06-04T14:00,18.7,4.4
2025-06-04T15:00,19.0,2.7
2025-06-04T16:00,19.6,10.5
2025-06-04T17:00,19.9,10.2
2025-06-04T18:00,19.8,9.4
2025-06-04T19:00,19.2,8.2
2025-06-04T20:00,18.7,5.2
2025-06-04T21:00,17.9,8.4
2025-06-04T22:00,17.4,10.7
2025-06-04T23:00,16.6,9.9
2025-06-05T00:00,16.0,10.3
2025-06-05T01:00,15.7,8.6
2025-06-05T02:00,15.0,9.8
2025-06-05T03:00,14.7,9.3
2025-06-05T04:00,13.9,9.6
2025-06-05T05:00,13.9,12.3
2025-06-05T06:00,14.4,13.2
2025-06-05T07:00,15.1,15.0
2025-06-05T08:00,15.5,13.4
2025-06-05T09:00,16.9,16.4
2025-06-05T10:00,17.3,15.9
2025-06-05T11:00,17.5,16.2
2025-06-05T12:00,19.6,19.0
2025-06-05T13:00,19.2,19.5
2025-06-05T14:00,18.2,19.6
2025-06-05T15:00,17.2,15.4
2025-06-05T16:00,17.4,18.9
2025-06-05T17:00,17.2,22.7
2025-06-05T18:00,16.5,19.7
2025-06-05T19:00,16.4,18.7
2025-06-05T20:00,16.6,18.5
2025-06-05T21:00,16.6,15.3
2025-06-05T22:00,17.0,15.2
2025-06-05T23:00,16.9,12.6
2025-06-06T00:00,16.8,9.4
2025-06-06T01:00,16.7,9.4
2025-06-06T02:00,15.7,10.9
2025-06-06T03:00,14.0,7.4
2025-06-06T04:00,14.2,4.8
2025-06-06T05:00,14.3,5.5
2025-06-06T06:00,14.5,4.1
2025-06-06T07:00,15.4,7.1
2025-06-06T08:00,16.7,11.3
2025-06-06T09:00,17.5,9.6
2025-06-06T10:00,18.8,13.4
2025-06-06T11:00,20.0,18.4
2025-06-06T12:00,20.8,14.5
2025-06-06T13:00,21.7,16.8
2025-06-06T14:00,22.0,16.8
2025-06-06T15:00,22.1,15.1
2025-06-06T16:00,21.8,14.0
2025-06-06T17:00,21.1,14.8
2025-06-06T18:00,20.4,16.0
2025-06-06T19:00,18.4,10.0
2025-06-06T20:00,17.8,6.5
2025-06-06T21:00,17.1,5.4
2025-06-06T22:00,16.7,4.3
2025-06-06T23:00,16.4,8.6
2025-06-07T00:00,16.0,10.7
2025-06-07T01:00,15.5,11.0
2025-06-07T02:00,15.3,12.0
2025-06-07T03:00,14.5,10.3
2025-06-07T04:00,14.3,12.6
2025-06-07T05:00,14.2,13.4
2025-06-07T06:00,14.6,12.5
2025-06-07T07:00,15.4,15.3
2025-06-07T08:00,16.6,16.5
2025-06-07T09:00,16.8,16.3
2025-06-07T10:00,18.0,16.2
2025-06-07T11:00,18.5,18.5
2025-06-07T12:00,18.9,16.8
2025-06-07T13:00,19.8,12.6
2025-06-07T14:00,20.3,14.9
2025-06-07T15:00,20.1,14.9
2025-06-07T16:00,19.8,16.8
2025-06-07T17:00,18.3,18.4
2025-06-07T18:00,18.5,14.3
2025-06-07T19:00,17.9,14.2
2025-06-07T20:00,17.6,17.3
2025-06-07T21:00,16.3,18.4
2025-06-07T22:00,15.8,16.1
2025-06-07T23:00,15.5,15.9
2025-06-08T00:00,15.3,14.6
2025-06-08T01:00,15.4,16.0
2025-06-08T02:00,14.8,17.0
2025-06-08T03:00,13.8,13.7
2025-06-08T04:00,13.3,14.4
2025-06-08T05:00,12.9,12.7
2025-06-08T06:00,12.8,15.2
2025-06-08T07:00,13.3,17.1
2025-06-08T08:00,14.4,16.6
2025-06-08T09:00,15.7,14.8
2025-06-08T10:00,16.1,14.0
2025-06-08T11:00,17.5,12.9
2025-06-08T12:00,18.4,16.4
2025-06-08T13:00,18.8,16.1
2025-06-08T14:00,19.6,14.9
2025-06-08T15:00,19.9,12.6
2025-06-08T16:00,19.8,12.9
2025-06-08T17:00,19.6,12.0
2025-06-08T18:00,19.0,9.2
2025-06-08T19:00,18.5,7.2
2025-06-08T20:00,17.7,3.9
2025-06-08T21:00,16.6,5.1
2025-06-08T22:00,15.8,5.6
2025-06-08T23:00,14.8,5.5
2025-06-09T00:00,14.0,3.9
2025-06-09T01:00,13.6,3.7
2025-06-09T02:00,13.4,3.1
2025-06-09T03:00,12.5,3.6
2025-06-09T04:00,12.1,3.3
2025-06-09T05:00,12.2,2.3
2025-06-09T06:00,13.4,2.0
2025-06-09T07:00,14.5,3.1
2025-06-09T08:00,15.7,3.6
2025-06-09T09:00,17.3,5.0
2025-06-09T10:00,18.5,7.8
2025-06-09T11:00,20.1,10.2
2025-06-09T12:00,20.9,10.1
2025-06-09T13:00,21.7,9.7
2025-06-09T14:00,21.8,7.2
2025-06-09T15:00,22.2,6.6
2025-06-09T16:00,22.6,5.4
2025-06-09T17:00,22.6,5.4
2025-06-09T18:00,22.3,4.7
2025-06-09T19:00,22.1,4.2
2025-06-09T20:00,20.5,6.9
2025-06-09T21:00,19.4,5.4
2025-06-09T22:00,18.7,2.9
2025-06-09T23:00,17.9,1.5
2025-06-10T00:00,16.8,0.5
2025-06-10T01:00,16.2,0.8
2025-06-10T02:00,15.7,2.3
2025-06-10T03:00,14.5,1.5
2025-06-10T04:00,14.2,2.8
2025-06-10T05:00,14.2,3.3
2025-06-10T06:00,15.4,2.5
2025-06-10T07:00,16.7,2.9
2025-06-10T08:00,18.1,5.9
2025-06-10T09:00,19.9,7.1
2025-06-10T10:00,21.6,8.1
2025-06-10T11:00,22.7,10.5
2025-06-10T12:00,23.6,10.5
2025-06-10T13:00,24.1,11.5
2025-06-10T14:00,24.1,11.4
2025-06-10T15:00,25.1,11.9
2025-06-10T16:00,24.6,11.1
2025-06-10T17:00,23.2,13.2
2025-06-10T18:00,23.0,12.0
2025-06-10T19:00,21.2,10.6
2025-06-10T20:00,20.1,9.2
2025-06-10T21:00,18.7,7.1
2025-06-10T22:00,18.1,5.8
2025-06-10T23:00,17.3,4.5
2025-06-11T00:00,16.7,4.0
2025-06-11T01:00,16.2,3.8
2025-06-11T02:00,15.8,4.1
2025-06-11T03:00,15.2,4.3
2025-06-11T04:00,14.8,4.7
2025-06-11T05:00,14.6,5.7
2025-06-11T06:00,15.4,6.8
2025-06-11T07:00,16.4,6.9
2025-06-11T08:00,18.2,5.2
2025-06-11T09:00,20.8,7.2
2025-06-11T10:00,22.5,8.7
2025-06-11T11:00,24.1,8.6
2025-06-11T12:00,25.2,9.4
2025-06-11T13:00,26.3,10.5
2025-06-11T14:00,27.1,10.5
2025-06-11T15:00,27.3,10.5
2025-06-11T16:00,27.5,11.2
2025-06-11T17:00,27.3,11.5
2025-06-11T18:00,26.6,11.2
2025-06-11T19:00,25.8,10.1
2025-06-11T20:00,24.9,9.4
2025-06-11T21:00,23.5,9.6
2025-06-11T22:00,22.1,10.2
2025-06-11T23:00,21.0,7.6
2025-06-12T00:00,20.2,6.5
2025-06-12T01:00,19.4,5.4
2025-06-12T02:00,18.7,6.0
2025-06-12T03:00,18.0,7.6
2025-06-12T04:00,17.6,6.2
2025-06-12T05:00,17.3,5.5
2025-06-12T06:00,18.4,8.2
2025-06-12T07:00,19.4,10.2
2025-06-12T08:00,21.0,8.7
2025-06-12T09:00,23.3,5.2
2025-06-12T10:00,24.7,7.2
2025-06-12T11:00,26.6,5.2
2025-06-12T12:00,29.1,9.7
2025-06-12T13:00,31.6,12.7
2025-06-12T14:00,32.0,14.8
2025-06-12T15:00,31.9,12.8
2025-06-12T16:00,32.3,13.0
2025-06-12T17:00,31.6,10.9
2025-06-12T18:00,30.8,12.8
2025-06-12T19:00,30.1,8.9
2025-06-12T20:00,28.8,10.7
2025-06-12T21:00,27.1,5.1
2025-06-12T22:00,26.1,5.2
2025-06-12T23:00,25.4,3.7
2025-06-13T00:00,24.6,3.6
2025-06-13T01:00,24.3,1.9
2025-06-13T02:00,23.7,3.1
2025-06-13T03:00,23.0,4.5
2025-06-13T04:00,22.2,6.9
2025-06-13T05:00,21.8,7.6
2025-06-13T06:00,22.5,6.0
2025-06-13T07:00,23.3,7.6
2025-06-13T08:00,24.5,6.6
2025-06-13T09:00,27.1,7.2
2025-06-13T10:00,28.8,7.3
2025-06-13T11:00,30.2,8.0
2025-06-13T12:00,31.3,9.0
2025-06-13T13:00,32.5,8.9
2025-06-13T14:00,33.2,9.0
2025-06-13T15:00,33.1,10.7
2025-06-13T16:00,33.5,8.7
2025-06-13T17:00,33.4,9.0
2025-06-13T18:00,32.7,10.5
2025-06-13T19:00,32.2,11.1
2025-06-13T20:00,31.1,5.4
2025-06-13T21:00,24.7,21.8
2025-06-13T22:00,22.1,15.4
2025-06-13T23:00,20.6,22.8
2025-06-14T00:00,21.7,6.0
2025-06-14T01:00,22.1,1.3
2025-06-14T02:00,21.9,3.6
2025-06-14T03:00,21.5,10.1
2025-06-14T04:00,21.4,7.0
2025-06-14T05:00,21.7,3.5
2025-06-14T06:00,22.3,8.1
2025-06-14T07:00,22.8,7.8
2025-06-14T08:00,23.9,10.5
2025-06-14T09:00,25.0,8.3
2025-06-14T10:00,26.5,10.6
2025-06-14T11:00,27.5,11.2
2025-06-14T12:00,27.8,8.3
2025-06-14T13:00,28.1,5.7
2025-06-14T14:00,28.3,9.7
2025-06-14T15:00,27.8,8.4
2025-06-14T16:00,27.0,13.3
2025-06-14T17:00,26.6,12.0
2025-06-14T18:00,25.8,12.0
2025-06-14T19:00,24.4,14.1
2025-06-14T20:00,23.3,8.2
2025-06-14T21:00,21.8,9.8
2025-06-14T22:00,20.3,11.0
2025-06-14T23:00,19.2,9.7
2025-06-15T00:00,19.1,8.3
2025-06-15T01:00,18.9,4.8
2025-06-15T02:00,18.7,6.0
2025-06-15T03:00,18.2,8.0
2025-06-15T04:00,18.1,8.0
2025-06-15T05:00,17.8,8.3
2025-06-15T06:00,17.8,5.6
2025-06-15T07:00,18.2,7.7
2025-06-15T08:00,18.6,9.2
2025-06-15T09:00,17.9,7.9
2025-06-15T10:00,18.2,9.2
2025-06-15T11:00,18.8,10.4
2025-06-15T12:00,20.5,5.2
2025-06-15T13:00,22.1,8.7
2025-06-15T14:00,23.1,13.5
2025-06-15T15:00,22.9,11.7
2025-06-15T16:00,23.1,11.1
2025-06-15T17:00,23.1,10.1
2025-06-15T18:00,22.2,12.7
2025-06-15T19:00,21.5,10.7
2025-06-15T20:00,20.3,10.7
2025-06-15T21:00,19.3,7.4
2025-06-15T22:00,18.4,6.6
2025-06-15T23:00,17.3,7.0
2025-06-16T00:00,16.2,5.9
2025-06-16T01:00,15.7,4.6
2025-06-16T02:00,15.1,5.0
2025-06-16T03:00,14.5,4.7
2025-06-16T04:00,14.1,3.8
2025-06-16T05:00,14.1,5.3
2025-06-16T06:00,14.7,5.8
2025-06-16T07:00,15.7,5.9
2025-06-16T08:00,17.1,5.9
2025-06-16T09:00,19.3,3.8
2025-06-16T10:00,21.0,4.1
2025-06-16T11:00,22.4,4.7
2025-06-16T12:00,23.9,5.1
2025-06-16T13:00,25.0,5.5
2025-06-16T14:00,26.0,4.7
2025-06-16T15:00,25.8,7.1
2025-06-16T16:00,26.2,6.9
2025-06-16T17:00,25.7,8.3
2025-06-16T18:00,25.3,9.1
2025-06-16T19:00,24.8,5.8
2025-06-16T20:00,24.1,6.9
2025-06-16T21:00,23.1,6.9
2025-06-16T22:00,21.7,7.9
2025-06-16T23:00,20.8,6.4
2025-06-17T00:00,19.4,6.3
2025-06-17T01:00,18.6,5.4
2025-06-17T02:00,17.7,5.5
2025-06-17T03:00,16.9,4.8
2025-06-17T04:00,16.6,4.3
2025-06-17T05:00,16.9,4.6
2025-06-17T06:00,18.1,5.1
2025-06-17T07:00,19.4,5.0
2025-06-17T08:00,21.1,5.4
2025-06-17T09:00,23.8,4.2
2025-06-17T10:00,25.5,4.5
2025-06-17T11:00,26.9,3.1
2025-06-17T12:00,27.5,4.3
2025-06-17T13:00,28.0,9.1
2025-06-17T14:00,28.5,10.4
2025-06-17T15:00,28.3,5.9
2025-06-17T16:00,28.4,8.0
2025-06-17T17:00,28.1,7.8
2025-06-17T18:00,27.9,9.6
2025-06-17T19:00,26.9,10.5
2025-06-17T20:00,25.9,8.6
2025-06-17T21:00,22.8,12.3
2025-06-17T22:00,21.4,9.7
2025-06-17T23:00,20.4,6.8
2025-06-18T00:00,19.5,6.1
2025-06-18T01:00,18.8,5.4
2025-06-18T02:00,18.3,4.9
2025-06-18T03:00,17.7,5.2
2025-06-18T04:00,17.6,4.2
2025-06-18T05:00,17.7,5.6
2025-06-18T06:00,18.4,7.0
2025-06-18T07:00,19.5,5.4
2025-06-18T08:00,20.9,6.4
2025-06-18T09:00,23.0,7.8
2025-06-18T10:00,24.7,7.2
2025-06-18T11:00,26.1,7.7
2025-06-18T12:00,27.2,9.2
2025-06-18T13:00,28.1,9.7
2025-06-18T14:00,28.5,8.4
2025-06-18T15:00,29.2,9.1
2025-06-18T16:00,29.1,8.8
2025-06-18T17:00,28.8,8.8
2025-06-18T18:00,28.3,9.9
2025-06-18T19:00,27.3,10.4
2025-06-18T20:00,26.2,9.9
2025-06-18T21:00,24.7,10.6
2025-06-18T22:00,22.7,10.1
2025-06-18T23:00,21.6,9.6
2025-06-19T00:00,20.6,9.8
2025-06-19T01:00,19.8,8.6
2025-06-19T02:00,19.2,7.5
2025-06-19T03:00,19.0,7.3
2025-06-19T04:00,18.5,6.5
2025-06-19T05:00,18.4,5.5
2025-06-19T06:00,19.6,5.8
2025-06-19T07:00,20.9,6.4
2025-06-19T08:00,22.5,7.6
2025-06-19T09:00,25.4,7.6
2025-06-19T10:00,27.3,8.1
2025-06-19T11:00,28.6,8.9
2025-06-19T12:00,29.9,10.0
2025-06-19T13:00,30.7,11.0
2025-06-19T14:00,31.3,12.2
2025-06-19T15:00,31.3,12.6
2025-06-19T16:00,31.3,12.4
2025-06-19T17:00,30.9,11.8
2025-06-19T18:00,30.3,12.3
2025-06-19T19:00,29.3,11.3
2025-06-19T20:00,27.6,13.3
2025-06-19T21:00,25.9,12.9
2025-06-19T22:00,24.6,11.6
2025-06-19T23:00,23.4,10.0
2025-06-20T00:00,22.5,7.7
2025-06-20T01:00,21.7,6.4
2025-06-20T02:00,21.0,4.8
2025-06-20T03:00,20.4,5.6
2025-06-20T04:00,19.8,4.7
2025-06-20T05:00,19.5,5.4
2025-06-20T06:00,20.7,6.4
2025-06-20T07:00,21.5,6.9
2025-06-20T08:00,22.8,8.2
2025-06-20T09:00,25.0,8.7
2025-06-20T10:00,26.9,9.7
2025-06-20T11:00,28.2,9.8
2025-06-20T12:00,29.6,10.6
2025-06-20T13:00,30.3,9.6
2025-06-20T14:00,30.9,9.6
2025-06-20T15:00,31.5,9.4
2025-06-20T16:00,31.7,9.4
2025-06-20T17:00,31.4,10.2
2025-06-20T18:00,30.8,10.5
2025-06-20T19:00,29.7,11.2
2025-06-20T20:00,28.6,9.9
2025-06-20T21:00,26.9,8.4
2025-06-20T22:00,25.6,6.9
2025-06-20T23:00,24.5,4.7
2025-06-21T00:00,23.4,2.9
2025-06-21T01:00,22.6,2.6
2025-06-21T02:00,22.0,2.5
2025-06-21T03:00,20.8,2.3
2025-06-21T04:00,20.3,2.5
2025-06-21T05:00,20.2,1.6
2025-06-21T06:00,21.1,4.3
2025-06-21T07:00,22.3,4.8
2025-06-21T08:00,24.1,4.7
2025-06-21T09:00,27.2,4.3
2025-06-21T10:00,29.1,5.1
2025-06-21T11:00,30.6,4.5
2025-06-21T12:00,31.9,6.6
2025-06-21T13:00,33.1,5.9
2025-06-21T14:00,33.9,4.9
2025-06-21T15:00,34.8,0.5
2025-06-21T16:00,35.0,1.8
2025-06-21T17:00,34.6,6.6
2025-06-21T18:00,33.7,10.0
2025-06-21T19:00,32.4,10.8
2025-06-21T20:00,31.2,8.0
2025-06-21T21:00,29.1,7.1
2025-06-21T22:00,27.8,7.4
2025-06-21T23:00,26.2,7.6
2025-06-22T00:00,24.6,8.4
2025-06-22T01:00,23.9,8.9
2025-06-22T02:00,23.9,7.0
2025-06-22T03:00,23.8,8.2
2025-06-22T04:00,23.5,5.9
2025-06-22T05:00,23.4,4.0
2025-06-22T06:00,24.4,11.9
2025-06-22T07:00,22.3,15.1
2025-06-22T08:00,22.9,12.0
2025-06-22T09:00,23.9,10.5
2025-06-22T10:00,23.8,9.5
2025-06-22T11:00,24.2,9.5
2025-06-22T12:00,25.8,9.3
2025-06-22T13:00,27.1,9.5
2025-06-22T14:00,28.1,8.4
2025-06-22T15:00,28.9,10.2
2025-06-22T16:00,29.1,9.7
2025-06-22T17:00,29.0,9.1
2025-06-22T18:00,29.0,6.9
2025-06-22T19:00,28.1,9.7
2025-06-22T20:00,27.2,5.2
2025-06-22T21:00,25.3,4.5
2025-06-22T22:00,24.7,4.4
2025-06-22T23:00,23.4,2.8
2025-06-23T00:00,22.4,13.3
2025-06-23T01:00,20.5,12.2
2025-06-23T02:00,19.3,10.7
2025-06-23T03:00,19.1,9.1
2025-06-23T04:00,18.4,7.9
2025-06-23T05:00,18.3,7.5
2025-06-23T06:00,18.6,10.3
2025-06-23T07:00,18.9,13.0
2025-06-23T08:00,19.5,13.5
2025-06-23T09:00,20.6,14.4
2025-06-23T10:00,21.6,16.9
2025-06-23T11:00,22.7,18.4
2025-06-23T12:00,23.6,18.1
2025-06-23T13:00,24.2,17.6
2025-06-23T14:00,25.7,18.9
2025-06-23T15:00,25.8,16.6
2025-06-23T16:00,26.0,17.0
2025-06-23T17:00,25.5,15.7
2025-06-23T18:00,24.2,15.0
2025-06-23T19:00,23.4,12.9
2025-06-23T20:00,21.0,12.3
2025-06-23T21:00,20.0,10.0
2025-06-23T22:00,18.9,8.8
2025-06-23T23:00,18.0,6.9
2025-06-24T00:00,17.1,5.4
2025-06-24T01:00,16.7,4.6
2025-06-24T02:00,16.1,5.4
2025-06-24T03:00,15.4,5.4
2025-06-24T04:00,15.0,5.0
2025-06-24T05:00,14.9,6.0
2025-06-24T06:00,15.7,6.5
2025-06-24T07:00,16.9,6.6
2025-06-24T08:00,18.6,7.0
2025-06-24T09:00,21.2,7.9
2025-06-24T10:00,23.6,9.5
2025-06-24T11:00,25.4,9.3
2025-06-24T12:00,26.9,9.9
2025-06-24T13:00,27.8,9.1
2025-06-24T14:00,28.9,9.0
2025-06-24T15:00,29.7,8.6
2025-06-24T16:00,30.1,7.6
2025-06-24T17:00,30.1,8.8
2025-06-24T18:00,30.3,8.8
2025-06-24T19:00,29.7,8.5
2025-06-24T20:00,28.1,7.9
2025-06-24T21:00,26.7,3.3
2025-06-24T22:00,25.8,2.3
2025-06-24T23:00,24.9,2.6
2025-06-25T00:00,23.4,2.9
2025-06-25T01:00,22.7,2.8
2025-06-25T02:00,22.0,2.3
2025-06-25T03:00,21.0,2.9
2025-06-25T04:00,20.8,4.2
2025-06-25T05:00,20.7,3.8
2025-06-25T06:00,21.4,2.3
2025-06-25T07:00,22.6,3.6
2025-06-25T08:00,23.3,4.3
2025-06-25T09:00,24.0,11.8
2025-06-25T10:00,24.8,1.8
2025-06-25T11:00,27.6,3.9
2025-06-25T12:00,32.8,3.8
2025-06-25T13:00,34.3,9.3
2025-06-25T14:00,35.3,10.2
2025-06-25T15:00,34.9,7.2
2025-06-25T16:00,35.3,8.8
2025-06-25T17:00,35.3,3.3
2025-06-25T18:00,34.6,6.0
2025-06-25T19:00,27.1,30.8
2025-06-25T20:00,23.9,2.6
2025-06-25T21:00,23.6,2.2
2025-06-25T22:00,21.9,6.5
2025-06-25T23:00,22.7,3.2
2025-06-26T00:00,21.9,8.3
2025-06-26T01:00,21.4,1.8
2025-06-26T02:00,21.2,8.4
2025-06-26T03:00,20.9,9.3
2025-06-26T04:00,20.6,3.3
2025-06-26T05:00,20.4,7.1
2025-06-26T06:00,20.1,7.8
2025-06-26T07:00,20.4,9.4
2025-06-26T08:00,21.3,12.7
2025-06-26T09:00,22.2,14.7
2025-06-26T10:00,23.0,14.8
2025-06-26T11:00,23.7,15.9
2025-06-26T12:00,25.8,14.8
2025-06-26T13:00,26.1,14.7
2025-06-26T14:00,26.7,12.4
2025-06-26T15:00,26.3,15.3
2025-06-26T16:00,26.5,16.0
2025-06-26T17:00,26.3,16.4
2025-06-26T18:00,25.9,11.4
2025-06-26T19:00,25.6,10.5
2025-06-26T20:00,25.3,10.9
2025-06-26T21:00,24.8,9.5
2025-06-26T22:00,22.9,6.4
2025-06-26T23:00,22.8,8.4
2025-06-27T00:00,21.9,8.4
2025-06-27T01:00,21.6,7.3
2025-06-27T02:00,21.3,6.4
2025-06-27T03:00,21.0,5.0
2025-06-27T04:00,21.0,5.4
2025-06-27T05:00,20.7,6.8
2025-06-27T06:00,20.6,9.0
2025-06-27T07:00,20.7,11.0
2025-06-27T08:00,21.6,10.8
2025-06-27T09:00,23.6,11.9
2025-06-27T10:00,25.0,11.9
2025-06-27T11:00,26.1,14.2
2025-06-27T12:00,26.7,11.2
2025-06-27T13:00,27.6,10.8
2025-06-27T14:00,28.5,14.0
2025-06-27T15:00,27.7,12.6
2025-06-27T16:00,28.0,12.1
2025-06-27T17:00,27.8,11.0
2025-06-27T18:00,27.5,9.5
2025-06-27T19:00,26.9,7.6
2025-06-27T20:00,26.3,4.0
2025-06-27T21:00,25.2,2.5
2025-06-27T22:00,24.7,2.1
2025-06-27T23:00,24.2,1.9
2025-06-28T00:00,23.1,1.5
2025-06-28T01:00,22.4,2.5
2025-06-28T02:00,22.0,1.8
2025-06-28T03:00,21.2,2.0
2025-06-28T04:00,20.9,4.8
2025-06-28T05:00,20.6,5.9
2025-06-28T06:00,21.1,5.2
2025-06-28T07:00,22.1,4.7
2025-06-28T08:00,23.3,3.3
2025-06-28T09:00,24.9,3.6
2025-06-28T10:00,26.4,5.4
2025-06-28T11:00,27.4,7.9
2025-06-28T12:00,28.2,6.9
2025-06-28T13:00,29.4,7.1
2025-06-28T14:00,29.6,10.0
2025-06-28T15:00,30.0,6.8
2025-06-28T16:00,30.0,7.8
2025-06-28T17:00,29.2,10.1
2025-06-28T18:00,28.8,8.6
2025-06-28T19:00,27.9,8.3
2025-06-28T20:00,26.7,9.0
2025-06-28T21:00,25.4,7.6
2025-06-28T22:00,24.0,9.4
2025-06-28T23:00,22.6,8.6
2025-06-29T00:00,21.7,7.9
2025-06-29T01:00,21.1,6.5
2025-06-29T02:00,20.6,4.7
2025-06-29T03:00,20.0,4.7
2025-06-29T04:00,19.7,3.6
2025-06-29T05:00,19.7,4.7
2025-06-29T06:00,20.2,4.7
2025-06-29T07:00,21.0,6.4
2025-06-29T08:00,22.1,6.9
2025-06-29T09:00,23.6,5.9
2025-06-29T10:00,24.7,8.0
2025-06-29T11:00,26.0,7.8
2025-06-29T12:00,27.5,8.8
2025-06-29T13:00,28.6,9.8
2025-06-29T14:00,29.4,10.5
2025-06-29T15:00,30.3,9.5
2025-06-29T16:00,30.3,10.8
2025-06-29T17:00,30.0,10.5
2025-06-29T18:00,29.9,9.8
2025-06-29T19:00,28.9,10.2
2025-06-29T20:00,27.7,8.2
2025-06-29T21:00,27.1,6.9
2025-06-29T22:00,25.7,6.8
2025-06-29T23:00,24.7,7.3
2025-06-30T00:00,23.8,6.6
2025-06-30T01:00,22.7,7.6
2025-06-30T02:00,21.7,7.2
2025-06-30T03:00,21.2,5.8
2025-06-30T04:00,20.7,5.0
2025-06-30T05:00,20.5,5.8
2025-06-30T06:00,21.9,5.2
2025-06-30T07:00,23.3,4.4
2025-06-30T08:00,25.1,3.6
2025-06-30T09:00,27.7,3.8
2025-06-30T10:00,29.6,3.0
2025-06-30T11:00,31.3,4.6
2025-06-30T12:00,33.2,1.3
2025-06-30T13:00,34.3,1.1
2025-06-30T14:00,35.0,0.7
