name,date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
Sydney,2024-09-13 00:00:00,15.1,10.9,17.9,7.4,,,23.1,,1026.5,
Sydney,2024-09-14 00:00:00,15.2,9.8,23.2,0,,,22.5,,1022,
Sydney,2024-09-15 00:00:00,12.3,7.8,15.3,0,,,40.1,,1025.9,
Sydney,2024-09-16 00:00:00,14.4,7.1,18.3,0,,,21.2,,1025.8,
Sydney,2024-09-17 00:00:00,15.4,9.4,21.8,0,,,15.3,,1023.6,
Sydney,2024-09-18 00:00:00,20.3,9,27.7,0,,,16.9,,1016,
Sydney,2024-09-19 00:00:00,20.3,14.3,28.1,0,,,23,,1008.3,
Sydney,2024-09-20 00:00:00,19.1,12.5,26.4,0,,,20.5,,1009,
Sydney,2024-09-21 00:00:00,19.1,13.5,25.9,0,,,17.8,,1010,
Sydney,2024-09-22 00:00:00,19.8,12.4,27,0,,,15.9,,1015,
Sydney,2024-09-23 00:00:00,21.6,12.1,29.8,0,,,12.9,,1017.7,
Sydney,2024-09-24 00:00:00,20.7,15.5,25.7,0,,,19.7,,1018.6,
Sydney,2024-09-25 00:00:00,19.8,16.4,27.4,0,,,13.8,,1012.7,
Sydney,2024-09-26 00:00:00,13.4,11.5,16.2,6.2,,,35.9,,1018.4,
Sydney,2024-09-27 00:00:00,14.9,11.3,18.4,20.2,,,32.7,,1026.6,
Sydney,2024-09-28 00:00:00,15.7,12.5,19.6,1.2,,,17.1,,1027.5,
Sydney,2024-09-29 00:00:00,18.3,12.7,22.1,1.8,,,13.8,,1021.4,
Sydney,2024-09-30 00:00:00,15.4,15.2,19.1,8,,,23.2,,1019.6,
Sydney,2024-10-01 00:00:00,18.2,11.2,21.8,0.6,,,15.5,,1022.9,
Sydney,2024-10-02 00:00:00,16.5,16,20.2,0,,,21.4,,1029.4,
Sydney,2024-10-03 00:00:00,16.2,13.8,20.9,0.4,,,13.5,,1028.7,
Sydney,2024-10-04 00:00:00,19.9,11.5,24,0,,,16.2,,1017.2,
Sydney,2024-10-05 00:00:00,22.1,16.3,27.8,1.4,,,20.4,,1007.2,
Sydney,2024-10-06 00:00:00,21.9,15.2,29.3,0,,,17.7,,1011.1,
Sydney,2024-10-07 00:00:00,22.4,14.9,31,0,,,16.7,,1016.2,
Sydney,2024-10-08 00:00:00,15.6,13.9,16.9,0,,,32.9,,1022.6,
Sydney,2024-10-09 00:00:00,15.6,13.4,17.7,0,,,20.2,,1025.6,
Sydney,2024-10-10 00:00:00,19.6,12.7,23.9,0,,,19.8,,1021.8,
Sydney,2024-10-11 00:00:00,19.3,16.4,23.7,0,,,18.5,,1021.7,
Sydney,2024-10-12 00:00:00,15.7,15.1,18,0,,,37.6,,1025.5,
Sydney,2024-10-13 00:00:00,18.1,12.2,21.9,0.2,,,21,,1025,
Sydney,2024-10-14 00:00:00,17.6,14.5,24.1,0,,,14.5,,1019.3,
Sydney,2024-10-15 00:00:00,16.4,13.9,18.7,22.6,,,23.9,,1023.7,
Sydney,2024-10-16 00:00:00,16.4,13.3,20.6,0.2,,,13.7,,1021.3,
Sydney,2024-10-17 00:00:00,20.3,11.8,23.8,0,,,18.1,,1017.6,
Sydney,2024-10-18 00:00:00,20.9,17,27,0.6,,,17.1,,1008.4,
Sydney,2024-10-19 00:00:00,19.3,16.6,24.5,7.4,,,15.9,,1008.6,
Sydney,2024-10-20 00:00:00,17.9,17.2,20.1,0.4,,,30.4,,1018.5,
Sydney,2024-10-21 00:00:00,16.6,15.9,19.9,0,,,35.2,,1020.4,
Sydney,2024-10-22 00:00:00,18.8,12.7,23.3,0,,,16.9,,1016,
Sydney,2024-10-23 00:00:00,21.9,14.7,30.8,0,,,13,,1010,
Sydney,2024-10-24 00:00:00,16.7,17.8,22.2,0,,,24,,1010.7,
Sydney,2024-10-25 00:00:00,16.7,12.3,21.2,5,,,23.3,,1015.2,
Sydney,2024-10-26 00:00:00,15.8,12.7,19.4,0,,,24.8,,1020.8,
Sydney,2024-10-27 00:00:00,20.9,11.8,26.3,0,,,15.8,,1018.4,
Sydney,2024-10-28 00:00:00,18.6,15.7,27.1,0,,,21.3,,1018,
Sydney,2024-10-29 00:00:00,19.4,16.1,22.7,0,,,17,,1022.2,
Sydney,2024-10-30 00:00:00,20.9,16.9,26.2,0,,,19.4,,1016.2,
Sydney,2024-10-31 00:00:00,19.8,16.5,26,0,,,16.8,,1010.5,
Sydney,2024-11-01 00:00:00,19.1,16.4,23,2.2,,,22.8,,1016.3,
Sydney,2024-11-02 00:00:00,19.3,16.3,22.4,0,,,24.5,,1022.3,
Sydney,2024-11-03 00:00:00,23.5,16.2,30.4,0.6,,,21.8,,1013.6,
Sydney,2024-11-04 00:00:00,19.4,17.8,21.1,0,,,20.4,,1012.6,
Sydney,2024-11-05 00:00:00,20.9,17.7,23.2,0.6,,,21.7,,1017.1,
Sydney,2024-11-06 00:00:00,24,17.9,28,0,,,19.7,,1012.5,
Sydney,2024-11-07 00:00:00,20.8,21,33.9,0,,,14.9,,1007.8,
Sydney,2024-11-08 00:00:00,23.2,15.3,31.7,2.4,,,16.3,,1011.1,
Sydney,2024-11-09 00:00:00,21.8,18,24.8,0,,,26.5,,1018.6,
Sydney,2024-11-10 00:00:00,20,19.2,23.9,0,,,26,,1019.8,
Sydney,2024-11-11 00:00:00,19.1,17.6,20.6,0,,,18.2,,1020.8,
Sydney,2024-11-12 00:00:00,20.7,17.6,24.6,0,,,16.8,,1016.3,
Sydney,2024-11-13 00:00:00,20.4,17.7,25.9,14.6,,,13.3,,1012.2,
Sydney,2024-11-14 00:00:00,18.9,16.3,21.1,8.4,,,24,,1016,
Sydney,2024-11-15 00:00:00,19.8,17,22.6,0,,,20.2,,1021.1,
Sydney,2024-11-16 00:00:00,22.2,17.9,25.1,0,,,27.8,,1022,
Sydney,2024-11-17 00:00:00,22.3,20.2,28.2,0,,,30.2,,1013.8,
Sydney,2024-11-18 00:00:00,22,18.3,29,20.2,,,22.2,,1013.9,
Sydney,2024-11-19 00:00:00,18.8,16.9,22.8,0,,,19.8,,1022,
Sydney,2024-11-20 00:00:00,20.9,16.7,24.9,0.2,,,16.4,,1023.2,
Sydney,2024-11-21 00:00:00,21.6,17.9,25.5,0,,,18.8,,1025.2,
Sydney,2024-11-22 00:00:00,22.8,17,27.2,0,,,22.3,,1023.4,
Sydney,2024-11-23 00:00:00,23.4,18.2,28.7,0,,,22.6,,1019.5,
Sydney,2024-11-24 00:00:00,23.9,18.7,28.9,0,,,20.9,,1016.3,
Sydney,2024-11-25 00:00:00,23.4,19.9,28.5,0,,,26.3,,1013.6,
Sydney,2024-11-26 00:00:00,25.9,19.6,31.8,0,,,24,,1010,
Sydney,2024-11-27 00:00:00,27.7,19.4,38.2,0,,,17,,1007.8,
Sydney,2024-11-28 00:00:00,23.7,23,30.5,4.6,,,13,,1012.8,
Sydney,2024-11-29 00:00:00,20.9,19.7,22.5,0.8,,,23.2,,1016.7,
Sydney,2024-11-30 00:00:00,22.3,19.4,25.7,79.4,,,28,,1010.5,
Sydney,2024-12-01 00:00:00,23.2,19.4,31.3,0.8,,,16.6,,1006.3,
Sydney,2024-12-02 00:00:00,27.5,17.1,34.9,12.8,,,20.6,,1007.3,
Sydney,2024-12-03 00:00:00,27.4,20.8,35.1,0,,,20.7,,1007,
Sydney,2024-12-04 00:00:00,21.6,20.3,24.5,0,,,21.1,,1015.3,
Sydney,2024-12-05 00:00:00,24.2,19.2,27,0,,,16.7,,1019.4,
Sydney,2024-12-06 00:00:00,25.4,21.1,30.2,0,,,17.6,,1016,
Sydney,2024-12-07 00:00:00,25.3,22,29.4,0.6,,,15.9,,1008.9,
Sydney,2024-12-08 00:00:00,22.4,18.9,26.2,2.2,,,19.2,,1009.7,
Sydney,2024-12-09 00:00:00,22,17.9,24.8,0.8,,,16.8,,1014.4,
Sydney,2024-12-10 00:00:00,21.6,18.9,25.1,0,,,21.4,,1012,
Sydney,2024-12-11 00:00:00,22.4,19.8,26.2,0,,,19.7,,1009.8,
Sydney,2024-12-12 00:00:00,24.4,18.1,29.1,0,,,12.9,,1007.2,
Sydney,2024-12-13 00:00:00,24.9,20.5,31.9,0,,,18,,1007,
Sydney,2024-12-14 00:00:00,23.7,20.4,27.3,0,,,20.4,,1010.4,
Sydney,2024-12-15 00:00:00,23.9,21.1,25.8,0,,,19.1,,1011.5,
Sydney,2024-12-16 00:00:00,26.1,21.8,30.7,0,,,24.3,,1012.9,
Sydney,2024-12-17 00:00:00,23.9,21.2,34,0,,,28.3,,1007.6,
Sydney,2024-12-18 00:00:00,20.6,17.4,22.4,1,,,40.8,,1016,
Sydney,2024-12-19 00:00:00,20.4,17.3,23.5,0.4,,,26.3,,1018.2,
Sydney,2024-12-20 00:00:00,21.3,17.5,25.1,0,,,19.4,,1012.7,
Sydney,2024-12-21 00:00:00,23.3,18.1,30.1,0,,,17.4,,1008.5,
Sydney,2024-12-22 00:00:00,24.7,20.2,27.7,0,,,20,,1006.7,
Sydney,2024-12-23 00:00:00,21.2,21.5,29.7,0,,,22.7,,1001.8,
Sydney,2024-12-24 00:00:00,20.2,16.2,24.4,0,,,23.4,,1011.4,
Sydney,2024-12-25 00:00:00,23.7,16.4,29,0,,,18,,1015.9,
Sydney,2024-12-26 00:00:00,24.9,19.7,29.3,0,,,26,,1012.5,
Sydney,2024-12-27 00:00:00,25.6,21.8,39.5,0.8,,,28.9,,1003.3,
Sydney,2024-12-28 00:00:00,23,18.9,27.1,0.8,,,23.3,,1009.2,
Sydney,2024-12-29 00:00:00,23.3,18,29.8,0,,,18.3,,1014.2,
Sydney,2024-12-30 00:00:00,23.7,19.8,27.7,0,,,20.7,,1017.8,
Sydney,2024-12-31 00:00:00,24.6,20.3,29.6,0,,,16.3,,1014.6,
Tokyo,2024-01-01 00:00:00,9.4,5.3,12,0,,,14.4,,1017.9,
Tokyo,2024-01-02 00:00:00,6.1,3.2,8.6,0.5,,,6.9,,1020.8,
Tokyo,2024-01-03 00:00:00,7.2,2.9,10.8,0.8,,,4.7,,1013.8,
Tokyo,2024-01-04 00:00:00,9.7,6.6,14.7,1.8,,,11.5,,1012.4,
Tokyo,2024-01-05 00:00:00,7.5,3.4,13.1,0,,,6.2,,1019.2,
Tokyo,2024-01-06 00:00:00,9.1,3.4,15.2,0,,,5.4,,1012.6,
Tokyo,2024-01-07 00:00:00,8.4,6,11.6,0.2,,,7.5,,1008.1,
Tokyo,2024-01-08 00:00:00,5.5,2.8,9.6,0,,,12.2,,1017.2,
Tokyo,2024-01-09 00:00:00,5.4,1.9,10.1,0,,,6.7,,1017.6,
Tokyo,2024-01-10 00:00:00,7.1,2.3,11.7,0,,,6.5,,1012.6,
Tokyo,2024-01-11 00:00:00,4.9,3,6.9,0,,,9.2,,1013.8,
Tokyo,2024-01-12 00:00:00,6.9,0.9,13.5,0,,,5.3,,1009.2,
Tokyo,2024-01-13 00:00:00,4.6,1.3,11.7,0,,,9.2,,1011.1,
Tokyo,2024-01-14 00:00:00,6.2,1.2,10.5,0,,,14.6,,1019.9,
Tokyo,2024-01-15 00:00:00,6.5,2.9,11.1,0,,,13.9,,1010.3,
Tokyo,2024-01-16 00:00:00,3.7,0.6,6.7,0,,,14.9,,1019.3,
Tokyo,2024-01-17 00:00:00,6.1,1.3,11.8,0,,,5.4,,1026,
Tokyo,2024-01-18 00:00:00,8.3,2.7,12.3,0,,,5.1,,1019.8,
Tokyo,2024-01-19 00:00:00,10.3,8,14.3,0,,,7.7,,1023.5,
Tokyo,2024-01-20 00:00:00,6.4,4.8,7.6,4.1,,,10.1,,1028.6,
Tokyo,2024-01-21 00:00:00,7.8,4.4,11.6,27.8,,,10.7,,1014.3,
Tokyo,2024-01-22 00:00:00,10.7,6.9,13.8,1,,,7.9,,1014.7,
Tokyo,2024-01-23 00:00:00,9.2,6,12.8,0.5,,,6.9,,1003.8,
Tokyo,2024-01-24 00:00:00,4.7,2.4,7,0.8,,,15.7,,1004.3,
Tokyo,2024-01-25 00:00:00,4.1,-0.9,8.8,0,,,13.2,,1010.2,
Tokyo,2024-01-26 00:00:00,6.2,2.4,11.3,0,,,16.6,,1013.9,
Tokyo,2024-01-27 00:00:00,7.2,3.6,11.8,0,,,13.1,,1018.4,
Tokyo,2024-01-28 00:00:00,6,3.1,9.3,0,,,5.7,,1020.8,
Tokyo,2024-01-29 00:00:00,6.8,3.1,11.3,0,,,6.7,,1027,
Tokyo,2024-01-30 00:00:00,7.6,4.2,12,0,,,5.9,,1028.9,
Tokyo,2024-01-31 00:00:00,9.2,3.5,13.3,0,,,7.5,,1024,
Tokyo,2024-02-01 00:00:00,10,5.2,15.9,1.3,,,11.8,,1014.1,
Tokyo,2024-02-02 00:00:00,5,3.7,6.2,0,,,9.4,,1022.4,
Tokyo,2024-02-03 00:00:00,6.8,3.8,11.1,0,,,8.7,,1025.4,
Tokyo,2024-02-04 00:00:00,4.9,2.6,6.7,0.7,,,6.1,,1024.1,
Tokyo,2024-02-05 00:00:00,3.2,0.4,6,23,,,9.9,,1019.6,
Tokyo,2024-02-06 00:00:00,3.2,0.9,5,3.4,,,8.3,,1016.1,
Tokyo,2024-02-07 00:00:00,4.7,0,9,0,,,5.5,,1016.2,
Tokyo,2024-02-08 00:00:00,5.6,1.9,10.3,0,,,7.3,,1016.2,
Tokyo,2024-02-09 00:00:00,6.9,3.3,10.6,0,,,7.5,,1018.1,
Tokyo,2024-02-10 00:00:00,7.1,2.1,11.6,0.1,,,7.7,,1016.1,
Tokyo,2024-02-11 00:00:00,8.1,4.7,11.6,1.2,,,9.7,,1016.9,
Tokyo,2024-02-12 00:00:00,7.1,3.9,12.7,0,,,8.4,,1023.8,
Tokyo,2024-02-13 00:00:00,9.5,2.1,16.3,0,,,8.8,,1027.4,
Tokyo,2024-02-14 00:00:00,10.8,4.8,17.5,0,,,4.6,,1023.8,
Tokyo,2024-02-15 00:00:00,14.1,6.9,20.6,1.1,,,13.2,,1015.8,
Tokyo,2024-02-16 00:00:00,11.2,7,17,0.1,,,15.7,,1014.6,
Tokyo,2024-02-17 00:00:00,8.9,4.7,12.8,0,,,8.2,,1025,
Tokyo,2024-02-18 00:00:00,13.3,9.6,18,0,,,8.1,,1028.5,
Tokyo,2024-02-19 00:00:00,14.9,13.2,16.3,4.8,,,15.7,,1022.8,
Tokyo,2024-02-20 00:00:00,18.2,14.5,22.6,1.7,,,13.2,,1015.9,
Tokyo,2024-02-21 00:00:00,8.9,7.7,13,4,,,9.9,,1020.1,
Tokyo,2024-02-22 00:00:00,5.7,4,7.9,7.1,,,10.3,,1019.5,
Tokyo,2024-02-23 00:00:00,2.8,1.8,3.7,1.8,,,9.6,,1022.6,
Tokyo,2024-02-24 00:00:00,5.2,1.6,9.4,0,,,7.9,,1026.3,
Tokyo,2024-02-25 00:00:00,4.4,3.6,4.9,7.3,,,10.1,,1021.5,
Tokyo,2024-02-26 00:00:00,7.8,4.8,12.7,0.8,,,19.8,,1013.2,
Tokyo,2024-02-27 00:00:00,7,4.5,10.9,0,,,27.3,,1015.9,
Tokyo,2024-02-28 00:00:00,8.3,4.3,13.6,0,,,14.3,,1023.5,
Tokyo,2024-02-29 00:00:00,7.5,3.9,11.8,3,,,7.2,,1023.8,
Tokyo,2024-03-01 00:00:00,9.7,3.8,16,14.1,,,11.4,,1004,
Tokyo,2024-03-02 00:00:00,6.6,4.1,10.1,0,,,13,,1010.3,
Tokyo,2024-03-03 00:00:00,7.4,1.5,12.5,0,,,9.7,,1014.3,
Tokyo,2024-03-04 00:00:00,9.4,3.6,15.3,0,,,6.6,,1017.1,
Tokyo,2024-03-05 00:00:00,6.6,3.1,8.5,12.3,,,6.8,,1020.2,
Tokyo,2024-03-06 00:00:00,5.4,2,9.7,11.3,,,12.3,,1008.2,
Tokyo,2024-03-07 00:00:00,7,5,10.1,0,,,9.2,,1013.7,
Tokyo,2024-03-08 00:00:00,4.5,0.5,8.9,10.3,,,6.4,,1007.7,
Tokyo,2024-03-09 00:00:00,6.1,2.7,10.1,0,,,12.6,,1010,
Tokyo,2024-03-10 00:00:00,6.6,1,12.5,0,,,10.3,,1022.6,
Tokyo,2024-03-11 00:00:00,8,2.4,13,0,,,8.8,,1024.5,
Tokyo,2024-03-12 00:00:00,7.8,6.3,9.5,45.7,,,9.2,,1008.4,
Tokyo,2024-03-13 00:00:00,9.6,6.8,13.2,0.3,,,15.8,,1008.2,
Tokyo,2024-03-14 00:00:00,9.4,3.2,14.3,0,,,8.7,,1016.8,
Tokyo,2024-03-15 00:00:00,11.7,6.3,16.8,0,,,9.8,,1016.9,
Tokyo,2024-03-16 00:00:00,14.7,10.8,21.1,0,,,12,,1017.9,
Tokyo,2024-03-17 00:00:00,15.9,10.2,21.4,0.2,,,13.9,,1009.3,
Tokyo,2024-03-18 00:00:00,10,5.3,14.6,0,,,20.9,,1009.7,
Tokyo,2024-03-19 00:00:00,8.2,4.4,11.7,0,,,14.6,,1015.8,
Tokyo,2024-03-20 00:00:00,8.8,5,15.3,3.2,,,15.5,,1000.3,
Tokyo,2024-03-21 00:00:00,6.6,3.7,10.6,0,,,21.7,,1009.6,
Tokyo,2024-03-22 00:00:00,7.1,1.9,13.1,0,,,11.7,,1019.3,
Tokyo,2024-03-23 00:00:00,5.7,3.2,8.3,8.7,,,6.3,,1019.4,
Tokyo,2024-03-24 00:00:00,9.9,4.3,15,0,,,5.4,,1020.1,
Tokyo,2024-03-25 00:00:00,11.3,10.9,12.2,1.4,,,5.2,,1016,
Tokyo,2024-03-26 00:00:00,9.5,5.6,11.7,34.2,,,10,,1009.3,
Tokyo,2024-03-27 00:00:00,10.6,5.4,15.6,0,,,11.4,,1019.6,
Tokyo,2024-03-28 00:00:00,11.1,7.7,13.4,2.6,,,9.9,,1023.4,
Tokyo,2024-03-29 00:00:00,15.7,11.8,19.4,24.1,,,16.8,,1007.6,
Tokyo,2024-03-30 00:00:00,17.6,13,22.7,0,,,9.6,,1008.6,
Tokyo,2024-03-31 00:00:00,18.8,13.7,24.8,0,,,10.1,,1007.2,
Tokyo,2024-04-01 00:00:00,14.3,11.9,16.4,3.1,,,9.5,,1007.9,
Tokyo,2024-04-02 00:00:00,13.8,9.1,18.7,0,,,12.2,,1016.3,
Tokyo,2024-04-03 00:00:00,13.7,12.2,16.2,17.4,,,5.4,,1013.4,
Tokyo,2024-04-04 00:00:00,15.3,11.4,19.2,15.9,,,6.8,,1007.4,
Tokyo,2024-04-05 00:00:00,11.6,9.4,14.9,5.5,,,10.1,,1019.7,
Tokyo,2024-04-06 00:00:00,12.6,9,15.6,4,,,6.7,,1020.9,
Tokyo,2024-04-07 00:00:00,17,13.1,21.4,0.1,,,7.4,,1018.2,
Tokyo,2024-04-08 00:00:00,18.7,15.4,22.2,0,,,6.9,,1018.1,
Tokyo,2024-04-09 00:00:00,16,10,19.6,64.5,,,15.4,,1008.6,
Tokyo,2024-04-10 00:00:00,11.7,7.7,16.7,0,,,12.6,,1026.2,
Tokyo,2024-04-11 00:00:00,13.7,8,18.8,0,,,8.9,,1028.7,
Tokyo,2024-04-12 00:00:00,15.1,13.3,17.4,0.2,,,8,,1021.1,
Tokyo,2024-04-13 00:00:00,16.4,11.9,21.4,0,,,8.5,,1018.7,
Tokyo,2024-04-14 00:00:00,17.9,13,24.5,0,,,7.6,,1021.8,
Tokyo,2024-04-15 00:00:00,19.3,14.5,25.5,0,,,9.5,,1021.6,
Tokyo,2024-04-16 00:00:00,19.1,16.1,22.8,0,,,18.9,,1016.1,
Tokyo,2024-04-17 00:00:00,20.1,16.5,24.4,2,,,11.5,,1009.1,
Tokyo,2024-04-18 00:00:00,18.1,14.8,21,6.1,,,9.8,,1006.2,
Tokyo,2024-04-19 00:00:00,18.3,14.4,22.7,0.9,,,20.4,,1005.1,
Tokyo,2024-04-20 00:00:00,19.2,12.9,25.6,0,,,8.8,,1011.6,
Tokyo,2024-04-21 00:00:00,18.5,15.2,22.9,3.1,,,9.4,,1014.1,
Tokyo,2024-04-22 00:00:00,15.7,13.4,18.3,13,,,8,,1013.8,
Tokyo,2024-04-23 00:00:00,16.8,15,18.5,0,,,7.8,,1016.8,
Tokyo,2024-04-24 00:00:00,15.1,14.3,16.4,9.2,,,7.5,,1014.2,
Tokyo,2024-04-25 00:00:00,19.4,14,25.1,0.5,,,8,,1005.5,
Tokyo,2024-04-26 00:00:00,20.2,15.2,24.7,0,,,8.4,,1013.5,
Tokyo,2024-04-27 00:00:00,19.6,17.3,23.1,0.6,,,6.7,,1012,
Tokyo,2024-04-28 00:00:00,21.4,15.9,27.3,0,,,9.5,,1013.5,
Tokyo,2024-04-29 00:00:00,21.2,17.5,25.6,0,,,13.5,,1012.5,
Tokyo,2024-04-30 00:00:00,20.9,18.4,23.9,0.7,,,9,,1003.9,
Tokyo,2024-05-01 00:00:00,16.9,12.3,20.3,28.2,,,8.5,,1005.5,
Tokyo,2024-05-02 00:00:00,15.4,11.4,20.2,3.7,,,11.2,,1016.3,
Tokyo,2024-05-03 00:00:00,17.5,11.6,23.5,0,,,9.3,,1018.8,
Tokyo,2024-05-04 00:00:00,20.8,15,27.4,0,,,8.3,,1019.9,
Tokyo,2024-05-05 00:00:00,21.4,15.5,26.9,0,,,14.1,,1021.7,
Tokyo,2024-05-06 00:00:00,20.9,19.5,23.2,0,,,20,,1018.3,
Tokyo,2024-05-07 00:00:00,20,18.9,21.6,7.8,,,15.7,,1009.5,
Tokyo,2024-05-08 00:00:00,18.1,12.3,22.2,17.1,,,8.8,,1006.4,
Tokyo,2024-05-09 00:00:00,13.6,10.4,18,1,,,9,,1013.3,
Tokyo,2024-05-10 00:00:00,17.3,9.1,23.6,0,,,13.6,,1020.7,
Tokyo,2024-05-11 00:00:00,20.2,14.3,25.7,0,,,19,,1021.6,
Tokyo,2024-05-12 00:00:00,21,17.8,24.3,0.1,,,17.8,,1017.5,
Tokyo,2024-05-13 00:00:00,19.5,15.8,21.8,43.6,,,13.3,,1008.6,
Tokyo,2024-05-14 00:00:00,17,12.4,21.2,0,,,8.8,,1017.7,
Tokyo,2024-05-15 00:00:00,19.3,14.2,25.1,0.8,,,9.2,,1015.9,
Tokyo,2024-05-16 00:00:00,18.7,14.9,24.8,4.9,,,14.5,,1005.4,
Tokyo,2024-05-17 00:00:00,20.6,13.7,26.7,0,,,10.8,,1011.5,
Tokyo,2024-05-18 00:00:00,21.8,16.4,28.2,0,,,8.8,,1018.5,
Tokyo,2024-05-19 00:00:00,20.8,17.9,23.6,0.3,,,7.1,,1018.4,
Tokyo,2024-05-20 00:00:00,17.5,14.6,21.4,21.1,,,6.9,,1013.8,
Tokyo,2024-05-21 00:00:00,22.4,17.1,27.9,3.6,,,9.7,,1014.5,
Tokyo,2024-05-22 00:00:00,20.7,18.3,24.1,0,,,12.9,,1019.7,
Tokyo,2024-05-23 00:00:00,21.3,18.2,24.4,0,,,10.5,,1013.1,
Tokyo,2024-05-24 00:00:00,23.1,18.4,28.1,0,,,9.1,,1006.2,
Tokyo,2024-05-25 00:00:00,21.5,18.6,24.9,0,,,12.1,,1012.9,
Tokyo,2024-05-26 00:00:00,21.5,18.3,25.6,0,,,12.5,,1016.6,
Tokyo,2024-05-27 00:00:00,22.2,20.5,24.6,6.2,,,15.4,,1006.8,
Tokyo,2024-05-28 00:00:00,24,22.7,25.5,15.7,,,19.2,,1000.8,
Tokyo,2024-05-29 00:00:00,22.1,19.1,25.2,3.6,,,13.8,,1005.6,
Tokyo,2024-05-30 00:00:00,22.4,17.8,27,0.9,,,10.8,,1014.8,
Tokyo,2024-05-31 00:00:00,19.2,16.9,21.6,32.3,,,7.6,,1009,
Tokyo,2024-06-01 00:00:00,20.8,17.6,25.7,0.8,,,9,,1008.5,
Tokyo,2024-06-02 00:00:00,18.8,16.5,22.9,8.5,,,8.4,,1008.7,
Tokyo,2024-06-03 00:00:00,18.4,15.4,23.5,11.2,,,8.5,,1007.6,
Tokyo,2024-06-04 00:00:00,19.4,15.1,24.3,1.4,,,8.7,,1011.3,
Tokyo,2024-06-05 00:00:00,21.3,16.7,27,0,,,9.5,,1017,
Tokyo,2024-06-06 00:00:00,22,18.2,25.4,0,,,10.4,,1019.5,
Tokyo,2024-06-07 00:00:00,22.2,18.3,25.9,0.1,,,9.8,,1017.8,
Tokyo,2024-06-08 00:00:00,22.6,17.8,27.4,0,,,9,,1016.7,
Tokyo,2024-06-09 00:00:00,22.5,20.3,25.5,0.3,,,13,,1013.9,
Tokyo,2024-06-10 00:00:00,20.7,17.6,23.9,14.9,,,9.2,,1010.1,
Tokyo,2024-06-11 00:00:00,23.9,19.6,28.3,0,,,11.3,,1009.6,
Tokyo,2024-06-12 00:00:00,24.5,20.2,29.3,0,,,10.3,,1008.7,
Tokyo,2024-06-13 00:00:00,22.7,20.7,24.9,0,,,7.4,,1005.4,
Tokyo,2024-06-14 00:00:00,25.8,19.9,31.5,0,,,9.9,,1007.8,
Tokyo,2024-06-15 00:00:00,24.8,21,29.1,1.4,,,10,,1008.4,
Tokyo,2024-06-16 00:00:00,23.7,19.7,28.1,14.6,,,8.8,,1003.4,
Tokyo,2024-06-17 00:00:00,26.1,22.9,30,2.2,,,7.5,,1007.3,
Tokyo,2024-06-18 00:00:00,19.4,18.5,22.5,104.2,,,6.9,,1007,
Tokyo,2024-06-19 00:00:00,23.4,17.4,29.4,0,,,9.7,,1008.5,
Tokyo,2024-06-20 00:00:00,24.3,21,27.7,0,,,10.7,,1010.7,
Tokyo,2024-06-21 00:00:00,20.3,17.5,23,28.5,,,11.8,,1006.3,
Tokyo,2024-06-22 00:00:00,23.7,17,28.8,0,,,11.4,,1007.7,
Tokyo,2024-06-23 00:00:00,21.8,20.4,23.9,20.7,,,8.9,,1001.3,
Tokyo,2024-06-24 00:00:00,26.5,21,32.9,9.2,,,7.6,,1001.1,
Tokyo,2024-06-25 00:00:00,27.7,24.8,31.5,0,,,7.4,,1006,
Tokyo,2024-06-26 00:00:00,27,25.1,29.7,1.1,,,9,,1010.8,
Tokyo,2024-06-27 00:00:00,25.5,23.7,28.8,0.2,,,11.5,,1014.7,
Tokyo,2024-06-28 00:00:00,22.1,20.5,23.4,52.1,,,7,,1010.7,
Tokyo,2024-06-29 00:00:00,23.7,20.7,28,0.6,,,7.3,,1010,
Tokyo,2024-06-30 00:00:00,25.7,22.9,28.5,4.2,,,13.9,,1007.8,
Tokyo,2024-07-01 00:00:00,26.4,24.8,28.4,18.4,,,17.6,,1001.4,
Tokyo,2024-07-02 00:00:00,27.2,24.5,30.5,0.7,,,7.8,,1008,
Tokyo,2024-07-03 00:00:00,27.7,24.2,32.8,0.7,,,10,,1011.3,
Tokyo,2024-07-04 00:00:00,29.3,25.2,33.8,0,,,9.6,,1005.6,
Tokyo,2024-07-05 00:00:00,30.2,26.7,34.6,0,,,10.2,,1005.2,
Tokyo,2024-07-06 00:00:00,28.2,24.2,33.6,0.5,,,7.6,,1007.1,
Tokyo,2024-07-07 00:00:00,28.8,24.3,33.8,0,,,7.5,,1006.1,
Tokyo,2024-07-08 00:00:00,30.9,26.2,35.6,0,,,7.8,,1003.7,
Tokyo,2024-07-09 00:00:00,30,26.5,34.4,0,,,10.5,,1003.8,
Tokyo,2024-07-10 00:00:00,29.6,26.7,32.6,0.6,,,13.3,,1004,
Tokyo,2024-07-11 00:00:00,27.8,26.4,28.9,1.2,,,15.3,,999.8,
Tokyo,2024-07-12 00:00:00,24.6,22.5,26.8,31,,,6.1,,1002.4,
Tokyo,2024-07-13 00:00:00,26,22.5,30.5,1.6,,,9.5,,1008.8,
Tokyo,2024-07-14 00:00:00,25.4,24.1,28,6.5,,,6.7,,1013.9,
